package_id,application_names,local_version_name,local_version_code,local_architectures,play_status,play_version,play_updated,play_developer,play_url,play_availability,apkpure_status,apkpure_version_name,apkpure_version_code,apkpure_release_date,apkpure_architectures,apkpure_url,latest_version_name,latest_version_code,latest_release_date,latest_architectures,latest_source,cross_check,classification,blocker,lookup_date
com.ore.powersbedding,PowersBedding,1.1.0,2,,available,1.1.0,2024-05-15,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.powersbedding&hl=en&gl=us,{},available,1.1.0,2,2025-04-11,universal,https://apkpure.com/powersbedding/com.ore.powersbedding,1.1.0,2,2025-04-11,universal,APKPure,matched,current,,2026-07-14
com.ore.serta330,Serta MP Remote,1.1,7,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.1,2023-12-16,Ergomotion,https://play.google.com/store/apps/details?id=com.ore.serta330&hl=en&gl=us,{},available,1.1,7,2024-06-12,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/serta-mp-remote/com.ore.serta330,1.1,7,2024-06-12,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.ore.sfm,INNOVA,2.0,3,armeabi; armeabi-v7a; mips; x86,available,2.0,2016-10-05,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.sfm&hl=en&gl=us,{},available,2.0,3,2016-10-06,armeabi; armeabi-v7a; mips; x86,https://apkpure.com/innova/com.ore.sfm,2.0,3,2016-10-06,armeabi; armeabi-v7a; mips; x86,APKPure,matched,current,,2026-07-14
com.ore.sfmc2bedsence,Bedsense Bases,1.1,3,armeabi; armeabi-v7a; mips; x86,available,1.1,2016-08-04,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.sfmc2bedsence&hl=en&gl=us,{},removed,,,,,,1.1,,2016-08-04,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.ore.tempur,Tempur Curve,1.7,16,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.7,2023-08-31,Ergomotion,https://play.google.com/store/apps/details?id=com.ore.tempur&hl=en&gl=us,{},available,1.7,16,2023-09-29,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/tempur-curve/com.ore.tempur,1.7,16,2023-09-29,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.ore.ultramatic,Ultramatic,1.0.2,4,arm64-v8a,available,1.0.5,2026-05-14,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.ultramatic&hl=en&gl=us,{},available,1.0.5,9,2026-05-21,arm64-v8a; armeabi-v7a,https://apkpure.com/ultramatic/com.ore.ultramatic,1.0.5,9,2026-05-21,arm64-v8a; armeabi-v7a,APKPure,matched,outdated,,2026-07-14
com.ore.yorkfeng.comfortbaseble2,ComfortBaseForBluetooth,1.1.2,6,arm64-v8a,available,1.1.2,2023-03-29,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.yorkfeng.comfortbaseble2&hl=en&gl=us,{},available,1.1.2,6,2023-10-13,arm64-v8a; armeabi-v7a,https://apkpure.com/comfortbaseforbluetooth/com.ore.yorkfeng.comfortbaseble2,1.1.2,6,2023-10-13,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.ore.yorkfeng.hestiamotion,HestiaMotion,1.2,3,,available,1.2,2016-10-12,DewertOkin Technology,https://play.google.com/store/apps/details?id=com.ore.yorkfeng.hestiamotion&hl=en&gl=us,{},available,1.2,3,2016-10-20,universal,https://apkpure.com/hestia%C2%AE-motion/com.ore.yorkfeng.hestiamotion,1.2,3,2016-10-20,universal,APKPure,matched,current,,2026-07-14
com.reverie.reverie,Reverie Nightstand,3.3.3,113,arm64-v8a,available,3.3.3,2025-10-21,Ascion LLC d/b/a Reverie,https://play.google.com/store/apps/details?id=com.reverie.reverie&hl=en&gl=us,{},available,3.3.3,113,2025-10-26,arm64-v8a; armeabi-v7a,https://apkpure.com/reverie-nightstand/com.reverie.reverie,3.3.3,113,2025-10-26,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.acaa,ACAA bed control,1.0.4,5,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.4,5,2020-08-03,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/acaa-bed-control/com.richmat.acaa,1.0.4,5,2020-08-03,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.americanstar,AMERICANSTAR,1.0.0,1,arm64-v8a,available,1.0.0,2025-01-15,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.americanstar&hl=en&gl=us,{},available,1.0.0,1,2025-03-11,arm64-v8a,https://apkpure.com/americanstar/com.richmat.americanstar,1.0.0,1,2025-03-11,arm64-v8a,APKPure,matched,current,,2026-07-14
com.richmat.avocadoecobase,Avocado Eco Base,1.0.4,5,,available,1.0.4,2024-08-19,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.avocadoecobase&hl=en&gl=us,{},available,1.0.4,5,2024-08-19,universal,https://apkpure.com/avocado-eco-base/com.richmat.avocadoecobase,1.0.4,5,2024-08-19,universal,APKPure,matched,current,,2026-07-14
com.richmat.awmotion,AW MOTION,1.0.1,10102,arm64-v8a,available,1.0.1,2025-08-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.awmotion&hl=en&gl=us,{},available,1.0.1,10102,2025-09-21,arm64-v8a; armeabi-v7a,https://apkpure.com/aw-motion/com.richmat.awmotion,1.0.1,10102,2025-09-21,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.bailey2,Bailey's Bed Control,2.1.18,21,arm64-v8a; armeabi-v7a; x86; x86_64,available,2.1.21,2026-06-26,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.bailey2&hl=en&gl=us,{},available,2.1.18,21,2026-06-26,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/bailey-s-bed-control/com.richmat.bailey2,2.1.21,,2026-06-26,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 2.1.21; APKPure reports 2.1.18,2026-07-14
com.richmat.baseremote,BaseRemote,1.0.1,2,arm64-v8a,available,1.0.1,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.baseremote&hl=en&gl=us,{},available,1.0.1,2,2023-09-14,arm64-v8a; armeabi-v7a,https://apkpure.com/adjustable-bed-remote-zrem/com.richmat.baseremote,1.0.1,2,2023-09-14,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.bed_tech,Bed Tech,2.8.3,13,arm64-v8a,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,2.8.3,13,2025-04-08,arm64-v8a; armeabi-v7a,https://apkpure.com/bed-tech/com.richmat.bed_tech,2.8.3,13,2025-04-08,arm64-v8a; armeabi-v7a,APKPure,apkpure_only,current,,2026-07-14
com.richmat.bedsmart,X-Series,1.0.7,8,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.7,2023-07-11,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.bedsmart&hl=en&gl=us,{},available,1.0.7,8,2023-08-14,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/x-series/com.richmat.bedsmart,1.0.7,8,2023-08-14,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.bedtech3,Bedtech Bed Control,2.2.11,24,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,2.2.11,24,,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/bedtech-bed-control/com.richmat.bedtech3,2.2.11,24,,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.best_mattress,Best Mattress,1.1.1,3,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.1.1,2023-11-09,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.best_mattress&hl=en&gl=us,{},available,1.1.1,3,2025-12-28,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/best-mattress-power-base/com.richmat.best_mattress,1.1.1,3,2025-12-28,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.blvd_home,Blvd Home,1.0.1,2,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.1,2024-04-25,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.blvd_home&hl=en&gl=us,{},available,1.0.1,2,2025-09-30,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/blvd-home/com.richmat.blvd_home,1.0.1,2,2025-09-30,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.bobpowerbase,Power Bob Base,1.0.1,10100,arm64-v8a,available,1.0.9,2026-02-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.bobpowerbase&hl=en&gl=us,{},removed,,,,,,1.0.9,,2026-02-24,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.casperbase,Casper Base,1.0.8,10800,arm64-v8a,available,1.0.8,2025-08-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.casperbase&hl=en&gl=us,{},available,1.0.8,10800,2025-09-11,arm64-v8a; armeabi-v7a,https://apkpure.com/dreamsense-bed/com.richmat.casperbase,1.0.8,10800,2025-09-11,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.coastersleep,CoasterSleep,1.0.10,10,,available,1.0.10,2024-10-23,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.coastersleep&hl=en&gl=us,{},available,1.0.10,10,2024-11-15,universal,https://apkpure.com/coaster-sleep/com.richmat.coastersleep,1.0.10,10,2024-11-15,universal,APKPure,matched,current,,2026-07-14
com.richmat.dreamlab2,Dreamlab Control,5.1.8,14,arm64-v8a; armeabi-v7a; x86; x86_64,available,5.1.8,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.dreamlab2&hl=en&gl=us,{},available,5.1.8,14,2023-08-11,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/dreamlab-control/com.richmat.dreamlab2,5.1.8,14,2023-08-11,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.dynasty,Dynasty DM9000,1.0.4,5,arm64-v8a,available,1.0.4,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.dynasty&hl=en&gl=us,{},available,1.0.4,5,2023-09-07,arm64-v8a; armeabi-v7a,https://apkpure.com/dynasty-dm9000/com.richmat.dynasty,1.0.4,5,2023-09-07,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.easyrest,Easy Rest,1.1.1,3,arm64-v8a,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.1.1,3,2026-03-16,arm64-v8a; x86,https://apkpure.com/easy-rest/com.richmat.easyrest,1.1.1,3,2026-03-16,arm64-v8a; x86,APKPure,apkpure_only,current,,2026-07-14
com.richmat.enso2,ENSO Sleep Control,1.0.7,8,armeabi-v7a,available,1.0.7,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.enso2&hl=en&gl=us,{},available,1.0.7,8,2023-08-05,arm64-v8a; armeabi-v7a,https://apkpure.com/enso-sleep-control/com.richmat.enso2,1.0.7,8,2023-08-05,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.eshinesleep,Eshine,1.0.0,10001,armeabi-v7a,available,1.0.1,2026-01-05,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.eshinesleep&hl=en&gl=us,{},removed,,,,,,1.0.1,,2026-01-05,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.fortywinks,Forty Winks,1.0.1,2,,available,1.0.1,2024-11-21,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.fortywinks&hl=en&gl=us,{},available,1.0.1,2,2025-08-17,universal,https://apkpure.com/forty-winks-activflex/com.richmat.fortywinks,1.0.1,2,2025-08-17,universal,APKPure,matched,current,,2026-07-14
com.richmat.garvee,Garvee,1.0.2,10200,arm64-v8a,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.2,10200,2025-08-29,arm64-v8a,https://apkpure.com/garvee/com.richmat.garvee,1.0.2,10200,2025-08-29,arm64-v8a,APKPure,apkpure_only,current,,2026-07-14
com.richmat.goodvibesleep,Good Vibe Sleep,2.0.0,20000,arm64-v8a,available,2.0.0,2025-08-08,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.goodvibesleep&hl=en&gl=us,{},available,2.0.0,20000,2025-10-01,arm64-v8a,https://apkpure.com/good-vibe-sleep/com.richmat.goodvibesleep,2.0.0,20000,2025-10-01,arm64-v8a,APKPure,matched,current,,2026-07-14
com.richmat.harmony,HARMONY,1.0.0,1,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.0,2024-02-20,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.harmony&hl=en&gl=us,{},available,1.0.0,1,2025-08-25,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/harmony/com.richmat.harmony,1.0.0,1,2025-08-25,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.hjbed,HJBed,2.0.8,20800,arm64-v8a,available,2.0.9,2025-12-15,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.hjbed&hl=en&gl=us,{},available,2.0.8,20800,2025-09-22,arm64-v8a,https://apkpure.com/hjbed/com.richmat.hjbed,2.0.9,,2025-12-15,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 2.0.9; APKPure reports 2.0.8,2026-07-14
com.richmat.hushbase,Hush Base,1.0.4,10400,arm64-v8a,available,1.0.5,2026-03-18,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.hushbase&hl=en&gl=us,{},removed,,,,,,1.0.5,,2026-03-18,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.idealbed,Idealbed,2.4.2,17,,available,2.4.2,2023-09-21,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.idealbed&hl=en&gl=us,{},available,2.4.2,17,2025-04-05,universal,https://apkpure.com/idealbed/com.richmat.idealbed,2.4.2,17,2025-04-05,universal,APKPure,matched,current,,2026-07-14
com.richmat.innova2,Innova Control,1.1.0,10,arm64-v8a,available,1.1.0,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.innova2&hl=en&gl=us,{},available,1.1.0,10,2023-09-10,arm64-v8a; armeabi-v7a,https://apkpure.com/innovacontrol/com.richmat.innova2,1.1.0,10,2023-09-10,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.jerome2,Jerome's power base,1.0.9,15,arm64-v8a,available,1.0.9,2023-05-31,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.jerome2&hl=en&gl=us,{},available,1.0.9,15,2023-06-10,arm64-v8a; armeabi-v7a,https://apkpure.com/jerome%E2%80%99s-power-base/com.richmat.jerome2,1.0.9,15,2023-06-10,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.jeromesadjustablebase,Jerome’s Adjustable Base,1.0.0,10001,arm64-v8a,available,1.0.3,2026-02-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.jeromesadjustablebase&hl=en&gl=us,{},removed,,,,,,1.0.3,,2026-02-24,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.lady_americana,Lady Americana,1.0.2,3,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.0.2,3,2021-02-26,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/lady-americana/com.richmat.lady_americana,1.0.2,3,2021-02-26,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.likomio,Likimio,1.0.2,10201,arm64-v8a,available,1.0.2,2025-08-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.likomio&hl=en&gl=us,{},available,1.0.2,10201,2025-08-29,arm64-v8a,https://apkpure.com/likimio/com.richmat.likomio,1.0.2,10201,2025-08-29,arm64-v8a,APKPure,matched,current,,2026-07-14
com.richmat.lp,LP Adjustable Base ,2.2.1,13,armeabi; armeabi-v7a; mips,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,2.2.1,13,2019-06-09,armeabi; armeabi-v7a; mips,https://apkpure.com/l-p-adjustable-base/com.richmat.lp,2.2.1,13,2019-06-09,armeabi; armeabi-v7a; mips,APKPure,apkpure_only,current,,2026-07-14
com.richmat.lp2,L&P Adjustable Base,2.3.25,46,arm64-v8a,available,2.3.25,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.lp2&hl=en&gl=us,{},available,2.3.25,46,2023-07-30,arm64-v8a; armeabi-v7a,https://apkpure.com/l-p-adjustable-base/com.richmat.lp2,2.3.25,46,2023-07-30,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.luniosmart,Lunio Smart+,1.0.3,10301,arm64-v8a,available,1.0.4,2026-04-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.luniosmart&hl=en&gl=us,{},available,1.0.3,10301,2025-10-05,arm64-v8a,https://apkpure.com/lunio-smart/com.richmat.luniosmart,1.0.4,,2026-04-10,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.4; APKPure reports 1.0.3,2026-07-14
com.richmat.luuna,Luuna +,2.0.1,20102,arm64-v8a,available,2.0.1,2025-09-19,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.luuna&hl=en&gl=us,{},available,2.0.1,20102,2025-10-24,arm64-v8a; armeabi-v7a,https://apkpure.com/luuna/com.richmat.luuna,2.0.1,20102,2025-10-24,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.luunarise2,Luuna Rise,1.0.13,21,,available,1.0.13,2023-11-07,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.luunarise2&hl=en&gl=us,{},available,1.0.13,21,2023-12-27,universal,https://apkpure.com/luuna-rise/com.richmat.luunarise2,1.0.13,21,2023-12-27,universal,APKPure,matched,current,,2026-07-14
com.richmat.majestichome,Majestic Home,1.0.1,10100,arm64-v8a,available,1.0.4,2026-01-12,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.majestichome&hl=en&gl=us,{},removed,,,,,,1.0.4,,2026-01-12,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.maxprime,Maxprime,1.0.7,11,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.7,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.maxprime&hl=en&gl=us,{},available,1.0.7,11,2023-07-10,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/maxprime/com.richmat.maxprime,1.0.7,11,2023-07-10,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.milemont,Milemont,1.0.4,5,,available,1.0.4,2024-07-19,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.milemont&hl=en&gl=us,{},available,1.0.4,5,2025-10-05,universal,https://apkpure.com/milemont-bed-control/com.richmat.milemont,1.0.4,5,2025-10-05,universal,APKPure,matched,current,,2026-07-14
com.richmat.mily,眯狸0压床,1.0.3,4,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.3,2023-07-11,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mily&hl=en&gl=us,{},available,1.0.3,4,2026-05-14,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/%E7%9C%AF%E7%8B%B80%E5%8E%8B%E5%BA%8A/com.richmat.mily,1.0.3,4,2026-05-14,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.mlily0,梦百合0压智能床,3.1.1,31100,arm64-v8a,available,3.1.1,2025-09-17,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily0&hl=en&gl=us,{},available,3.1.1,31100,2025-10-10,arm64-v8a; armeabi-v7a,https://apkpure.com/%E6%A2%A6%E7%99%BE%E5%90%880%E5%8E%8B%E6%99%BA%E8%83%BD%E5%BA%8A/com.richmat.mlily0,3.1.1,31100,2025-10-10,arm64-v8a; armeabi-v7a,APKPure,matched,current,,2026-07-14
com.richmat.mlily2,MLILY Control,1.0.19,20,,available,5.0.2,2025-12-25,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily2&hl=en&gl=us,{},available,1.0.19,20,2025-10-28,universal,https://apkpure.com/mlily-control/com.richmat.mlily2,5.0.2,,2025-12-25,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 5.0.2; APKPure reports 1.0.19,2026-07-14
com.richmat.mlily_supreme,Mlily Supreme,1.3.1,5,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.3.1,2023-07-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlily_supreme&hl=en&gl=us,{},available,1.3.1,5,2024-03-04,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/mlily-supreme/com.richmat.mlily_supreme,1.3.1,5,2024-03-04,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
com.richmat.mlilyremote,MLILY Remote,1.0.1,10103,arm64-v8a,available,1.0.1,2025-09-29,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.mlilyremote&hl=en&gl=us,{},removed,,,,,,1.0.1,,2025-09-29,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.muuegm,MUUEGM,1.0.2,10200,armeabi-v7a,available,1.0.2,2025-09-03,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.muuegm&hl=en&gl=us,{},removed,,,,,,1.0.2,,2025-09-03,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.myside,My Side,1.0.5,10500,arm64-v8a,available,1.0.5,2025-12-24,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.myside&hl=en&gl=us,{},removed,,,,,,1.0.5,,2025-12-24,,Google Play,google_play_only,current,APKPure has no current listing,2026-07-14
com.richmat.nisco,Nisco,1.1.1,3,arm64-v8a; armeabi-v7a; x86; x86_64,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,1.1.1,3,2024-03-17,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/nisco/com.richmat.nisco,1.1.1,3,2024-03-17,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,apkpure_only,current,,2026-07-14
com.richmat.nu503,SleepEvolution,3.5.5,13,,not_found,,,,,"{""au"": ""not_found"", ""ca"": ""not_found"", ""de"": ""not_found"", ""gb"": ""not_found"", ""jp"": ""not_found"", ""no"": ""not_found"", ""us"": ""not_found""}",available,3.5.5,13,2019-10-20,universal,https://apkpure.com/sleepevolution/com.richmat.nu503,3.5.5,13,2019-10-20,universal,APKPure,apkpure_only,current,,2026-07-14
com.richmat.okimiki,okimiki,1.0.0,10002,arm64-v8a,available,1.0.1,2025-11-12,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.okimiki&hl=en&gl=us,{},removed,,,,,,1.0.1,,2025-11-12,,Google Play,google_play_only,unverifiable,"Google Play version differs, but Play does not expose versionCode",2026-07-14
com.richmat.powercool,Power Cool Sleep System,1.0.8,9,,available,1.0.8,2023-09-28,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.powercool&hl=en&gl=us,{},available,1.0.8,9,2023-10-06,universal,https://apkpure.com/power-cool-sleep-system/com.richmat.powercool,1.0.8,9,2023-10-06,universal,APKPure,matched,current,,2026-07-14
com.richmat.purely_sleep,Purely Sleep,1.1.5,7,arm64-v8a,available,2.0.1,2026-07-14,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.purely_sleep&hl=en&gl=us,{},available,1.1.5,7,2024-12-24,arm64-v8a,https://apkpure.com/purely-sleep/com.richmat.purely_sleep,2.0.1,,2026-07-14,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 2.0.1; APKPure reports 1.1.5,2026-07-14
com.richmat.remedy,Home Zone Adjustable,1.0.1,2,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.3,2023-07-10,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.remedy&hl=en&gl=us,{},available,1.0.1,2,2021-03-05,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/home-zone-adjustable/com.richmat.remedy,1.0.3,,2023-07-10,,Google Play (APKPure mismatch),version_mismatch,unverifiable,Google Play reports 1.0.3; APKPure reports 1.0.1,2026-07-14
com.richmat.revive3,Revive Control,1.0.26,27,arm64-v8a; armeabi-v7a; x86; x86_64,available,1.0.26,2024-02-21,Qingdao Richmat Intelligence Technology Inc,https://play.google.com/store/apps/details?id=com.richmat.revive3&hl=en&gl=us,{},available,1.0.26,27,2024-04-28,arm64-v8a; armeabi-v7a; x86; x86_64,https://apkpure.com/revive-control/com.richmat.revive3,1.0.26,27,2024-04-28,arm64-v8a; armeabi-v7a; x86; x86_64,APKPure,matched,current,,2026-07-14
