package_id,application_names,archive_count,distinct_file_count,local_version_count,versions,latest_local_version_name,latest_local_version_code,archive_types,architectures,source_paths
com.richmat.dreamlab2,Dreamlab Control,1,1,1,5.1.8 (14),5.1.8,14,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.dreamlab2.apk
com.richmat.dynasty,Dynasty DM9000,1,1,1,1.0.4 (5),1.0.4,5,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.dynasty.xapk
com.richmat.easyrest,Easy Rest,1,1,1,1.1.1 (3),1.1.1,3,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.easyrest.xapk
com.richmat.enso2,ENSO Sleep Control,1,1,1,1.0.7 (8),1.0.7,8,xapk,armeabi-v7a,disassembly/apk/analyzed/richmat/com.richmat.enso2.xapk
com.richmat.eshinesleep,Eshine,1,1,1,1.0.0 (10001),1.0.0,10001,xapk,armeabi-v7a,disassembly/apk/analyzed/richmat/com.richmat.eshinesleep.xapk
com.richmat.fortywinks,Forty Winks,1,1,1,1.0.1 (2),1.0.1,2,xapk,,disassembly/apk/analyzed/richmat/com.richmat.fortywinks.xapk
com.richmat.garvee,Garvee,1,1,1,1.0.2 (10200),1.0.2,10200,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.garvee.xapk
com.richmat.goodvibesleep,Good Vibe Sleep,1,1,1,2.0.0 (20000),2.0.0,20000,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.goodvibesleep.xapk
com.richmat.harmony,HARMONY,1,1,1,1.0.0 (1),1.0.0,1,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.harmony.apk
com.richmat.hjbed,HJBed,1,1,1,2.0.8 (20800),2.0.8,20800,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.hjbed.xapk
com.richmat.hushbase,Hush Base,1,1,1,1.0.4 (10400),1.0.4,10400,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.hushbase.xapk
com.richmat.idealbed,Idealbed,1,1,1,2.4.2 (17),2.4.2,17,xapk,,disassembly/apk/analyzed/richmat/com.richmat.idealbed.xapk
com.richmat.innova2,Innova Control,1,1,1,1.1.0 (10),1.1.0,10,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.innova2.xapk
com.richmat.jerome2,Jerome's power base,1,1,1,1.0.9 (15),1.0.9,15,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.jerome2.xapk
com.richmat.jeromesadjustablebase,Jerome’s Adjustable Base,1,1,1,1.0.0 (10001),1.0.0,10001,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.jeromesadjustablebase.xapk
com.richmat.lady_americana,Lady Americana,1,1,1,1.0.2 (3),1.0.2,3,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.lady_americana.apk
com.richmat.likomio,Likimio,1,1,1,1.0.2 (10201),1.0.2,10201,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.likomio.xapk
com.richmat.lp,LP Adjustable Base ,1,1,1,2.2.1 (13),2.2.1,13,apk,armeabi; armeabi-v7a; mips,disassembly/apk/analyzed/L&P Adjustable Base_2.2.1_com.richmat.lp2.apk
com.richmat.lp2,L&P Adjustable Base,1,1,1,2.3.25 (46),2.3.25,46,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.lp2.xapk
com.richmat.luniosmart,Lunio Smart+,1,1,1,1.0.3 (10301),1.0.3,10301,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.luniosmart.xapk
com.richmat.luuna,Luuna +,1,1,1,2.0.1 (20102),2.0.1,20102,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.luuna.xapk
com.richmat.luunarise2,Luuna Rise,1,1,1,1.0.13 (21),1.0.13,21,apk,,disassembly/apk/analyzed/richmat/com.richmat.luunarise2.apk
com.richmat.majestichome,Majestic Home,1,1,1,1.0.1 (10100),1.0.1,10100,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.majestichome.xapk
com.richmat.maxprime,Maxprime,1,1,1,1.0.7 (11),1.0.7,11,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.maxprime.apk
com.richmat.milemont,Milemont,1,1,1,1.0.4 (5),1.0.4,5,xapk,,disassembly/apk/analyzed/richmat/com.richmat.milemont.xapk
com.richmat.mily,眯狸0压床,1,1,1,1.0.3 (4),1.0.3,4,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.mily.apk
com.richmat.mlily0,梦百合0压智能床,2,2,1,3.1.1 (31100),3.1.1,31100,apk; xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.apk; disassembly/apk/analyzed/richmat/com.richmat.mlily0.xapk
com.richmat.mlily2,MLILY Control,1,1,1,1.0.19 (20),1.0.19,20,xapk,,disassembly/apk/analyzed/richmat/com.richmat.mlily2.xapk
com.richmat.mlily_supreme,Mlily Supreme,1,1,1,1.3.1 (5),1.3.1,5,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.mlily_supreme.apk
com.richmat.mlilyremote,MLILY Remote,1,1,1,1.0.1 (10103),1.0.1,10103,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.mlilyremote.xapk
com.richmat.muuegm,MUUEGM,1,1,1,1.0.2 (10200),1.0.2,10200,xapk,armeabi-v7a,disassembly/apk/analyzed/richmat/com.richmat.muuegm.xapk
com.richmat.myside,My Side,1,1,1,1.0.5 (10500),1.0.5,10500,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.myside.xapk
com.richmat.nisco,Nisco,1,1,1,1.1.1 (3),1.1.1,3,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.nisco.apk
com.richmat.nu503,SleepEvolution,1,1,1,3.5.5 (13),3.5.5,13,apk,,disassembly/apk/analyzed/richmat/com.richmat.nu503.apk
com.richmat.okimiki,okimiki,1,1,1,1.0.0 (10002),1.0.0,10002,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.okimiki.xapk
com.richmat.powercool,Power Cool Sleep System,1,1,1,1.0.8 (9),1.0.8,9,xapk,,disassembly/apk/analyzed/richmat/com.richmat.powercool.xapk
com.richmat.purely_sleep,Purely Sleep,1,1,1,1.1.5 (7),1.1.5,7,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.purely_sleep.xapk
com.richmat.remedy,Home Zone Adjustable,1,1,1,1.0.1 (2),1.0.1,2,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.remedy.apk
com.richmat.revive3,Revive Control,1,1,1,1.0.26 (27),1.0.26,27,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.revive3.apk
com.richmat.richmat,Richmat,1,1,1,4.0.2 (40204),4.0.2,40204,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.richmat.xapk
com.richmat.rmcontrol2,RMControl,2,1,1,21.3.2 (213203),21.3.2,213203,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.rmcontrol2.xapk; disassembly/apk/analyzed/RMControl_21.3.2_com.richmat.rmcontrol2.xapk
com.richmat.ronco_motion,RONCO MOTION,1,1,1,1.2 (3),1.2,3,apk,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.ronco_motion.apk
com.richmat.silksnow,S&S Base,1,1,1,1.0.3 (10301),1.0.3,10301,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.silksnow.xapk
com.richmat.silver,W.Silver Products,1,1,1,3.3.7 (9),3.3.7,9,apk,,disassembly/apk/analyzed/richmat/com.richmat.silver.apk
com.richmat.sleepfunction,SleepFunction Bed Control,2,1,1,1.3.0 (23),1.3.0,23,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.sleepfunction.apk; disassembly/apk/analyzed/SleepFunction Bed Control_1.3.0_com.richmat.sleepfunction.apk
com.richmat.sonicsleep,소닉슬립,1,1,1,1.0.4 (10400),1.0.4,10400,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.sonicsleep.xapk
com.richmat.sta2,STA Homecare,1,1,1,1.0.5 (6),1.0.5,6,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.sta2.apk
com.richmat.superior,Superior,1,1,1,1.0.9 (10),1.0.9,10,xapk,,disassembly/apk/analyzed/richmat/com.richmat.superior.xapk
com.richmat.svenson,SVEN & SON,2,1,1,2.0.1 (32),2.0.1,32,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.svenson.apk; disassembly/apk/analyzed/SVEN & SON_2.0.1_com.richmat.svenson.apk
com.richmat.thrivesleep,Thrive Sleep,1,1,1,1.0.1 (10100),1.0.1,10100,xapk,armeabi-v7a,disassembly/apk/analyzed/richmat/com.richmat.thrivesleep.xapk
com.richmat.tx,TX,1,1,1,1.0.0 (1),1.0.0,1,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.tx.xapk
com.richmat.wsilver2,W.Silver Products,1,1,1,1.1.19 (40),1.1.19,40,xapk,arm64-v8a,disassembly/apk/analyzed/richmat/com.richmat.wsilver2.xapk
com.richmat.zerogravity,Zero Gravity,1,1,1,1.0.3 (4),1.0.3,4,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/richmat/com.richmat.zerogravity.apk
com.sbi.costco,Q-Plus Adjustable Remote,1,1,1,1.8 (13),1.8,13,apk,,disassembly/apk/analyzed/Q-Plus Adjustable Remote_1.8_com.sbi.costco.apk
com.sbi.laylawf,Layla Adjustable Base Remote,1,1,1,1.1.2 (13),1.1.2,13,apk,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Layla Adjustable Base Remote_1.1.2_com.sbi.laylawf.apk
com.selectcomfort.SleepIQ,Sleep Number,1,1,1,5.3.32 (1770980846),5.3.32,1770980846,apk,arm64-v8a; armeabi-v7a; x86; x86_64,"disassembly/apk/analyzed/com.selectcomfort.SleepIQ_5.3.32-1770980846_minAPI29(arm64-v8a,armeabi-v7a,x86,x86_64)(nodpi)_apkmirror.com.apk"
com.sfd.Omazz,Omazz Adjusto III,1,1,1,1.0.3 (11),1.0.3,11,apk,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Omazz Adjusto III_1.0.3_APKPure.apk
com.sfd.ergomotion,Ergomotion,1,1,1,1.6.4 (29),1.6.4,29,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Ergomotion_1.6.4_com.sfd.ergomotion.apk
com.sfd.hump,Ergomotion 4.0,1,1,1,3.3 (59),3.3,59,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Ergomotion 4.0_3.3_com.sfd.hump.apk
com.sfd.kingkoilbed,King Koil Bed,1,1,1,1.0 (1),1.0,1,xapk,arm64-v8a,disassembly/apk/analyzed/King Koil Bed_1.0_APKPure.xapk
com.sfd.mm,Member's Mark Base Remote,1,1,1,1.0.9 (21),1.0.9,21,apk,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Member's Mark Base Remote_1.0.9_com.sfd.mm.apk
com.sfd.rondure_hump,1500 Tilt Base Remote,1,1,1,1.1.3 (29),1.1.3,29,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/1500 Tilt Base Remote_1.1.3_com.BF.apk
com.sfd.row,Tempur Zero G Bed Base,1,1,1,1.9 (11),1.9,11,apk,arm64-v8a; armeabi-v7a; x86; x86_64,disassembly/apk/analyzed/Tempur Zero G Bed Base_1.9_com.sfd.row.apk
com.shuta.smart_home,SUTA,1,1,1,3.15.0 (75),3.15.0,75,xapk,,disassembly/apk/analyzed/SUTA_3.15.0_com.shuta.smart_home.xapk
com.sn.blackdianqi,Motion Bed,1,1,1,1.24 (34),1.24,34,xapk,,disassembly/apk/analyzed/Motion Bed_1.24_com.sn.blackdianqi.xapk
com.sn.woosa,Woosa Sleep,1,1,1,1.1.6 (10),1.1.6,10,xapk,,disassembly/apk/analyzed/Woosa_Sleep_1.1.6_com.sn.woosa.xapk
com.starcode.adjustablem1x12,AdjustableM1X12,1,1,1,1.1.3 (6),1.1.3,6,xapk,arm64-v8a,disassembly/apk/analyzed/Adjustable+Comfort+M1X12_1.1.3_APKPure.xapk
com.svane.svaneremote,Svane Remote,1,1,1,Version 1.8 (8),Version 1.8,8,apk,,disassembly/apk/analyzed/Svane Remote_1.8_com.produktide.svane.svaneremote.apk
com.synargy.okin,Smart Comfort by SYNARGY,1,1,1,1.0.9 (11),1.0.9,11,apk,,disassembly/apk/analyzed/dewertokin/com.synargy.okin.apk
com.synergy.okin,Smart Comfort by Synergy,2,1,1,2.2.0 (16),2.2.0,16,xapk,,disassembly/apk/analyzed/dewertokin/com.synergy.okin.xapk; disassembly/apk/analyzed/Smart Comfort by Synergy_2.2.0_com.synergy.okin.xapk
com.timotion.ahf,AHF Remote,1,1,1,1.0.4 (7),1.0.4,7,xapk,arm64-v8a,disassembly/apk/analyzed/AHF Remote_1.0.4_com.timotion.ahf.xapk
com.timotion.smartmove,Smart Move+,1,1,1,0.1.8 (7),0.1.8,7,xapk,,disassembly/apk/analyzed/Smart Move+_0.1.8_com.timotion.smartmove.xapk
com.vibradorm.vmatbasic,VRA,1,1,1,2.4.3 (14),2.4.3,14,apk,,disassembly/apk/analyzed/VIBRADORM Remote for Beds_2.4.3_com.vibradorm.vmatbasic.apk
de.octoactuators.octosmartcontrolapp,OCTO Smart Control,4,4,3,1.1.57 (10157); 1.03.00 (10300); 1.03.01 (10301),1.03.01,10301,apk; xapk,,disassembly/apk/analyzed/OCTO Smart Control_1.03.00_de.octoactuators.octosmartcontrolapp.apk; disassembly/apk/analyzed/OCTO Smart Control_1.03.00_de.octoactuators.octosmartcontrolapp.xapk; disassembly/apk/analyzed/OCTO Smart Control_1.03.01_de.octoactuators.octosmartcontrolapp.xapk; disassembly/apk/analyzed/OCTO Smart Control_1.1.57_de.octoactuators.octosmartcontrolapp.apk
de.vibradorm.diamant,Caresse Remote,1,1,1,0.3 (3),0.3,3,apk,,disassembly/apk/analyzed/CARESSE Remote_0.3_de.vibradorm.diamant.apk
de.vibradorm.vmat,Vib Control,2,2,1,1.11 (49),1.11,49,apk,,disassembly/apk/analyzed/Vib Control_1.11-beta-vc49_de.vibradorm.vmat.apk; disassembly/apk/analyzed/VIBRADORM Remote_1.11_de.vibradorm.vra.apk
de.vibradorm.werkmeister,Werkmeister Unterfederung,1,1,1,0.2 (2),0.2,2,apk,,disassembly/apk/analyzed/WERKMEISTER Unterfederung_0.2_de.vibradorm.werkmeister.apk
net.logicdata.mobile.sfapp,SILVERmotion,1,1,1,1.0.0 (2),1.0.0,2,apk,armeabi-v7a,disassembly/apk/analyzed/SILVERmotion_1.0.0_at.silvermotion.apk
