source_path,archive_type,file_size_bytes,sha256,status,error,warnings,application_name,package_id,version_name,version_code,min_sdk_version,target_sdk_version,split_count,splits,architectures,identical_file_count,package_version_record_count,package_version_distinct_file_count,package_has_multiple_versions
disassembly/apk/analyzed/dewertokin/com.okin.mattresstool.xapk,xapk,16931798,88d8aafd7125f6499da749bac832993503b489ee50936f2f54a20f146f7acb0e,ok,,,BW配网助手,com.okin.mattresstool,1.0.0,1,18,31,20,base=com.okin.mattresstool.apk; config.es=config.es.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.my=config.my.apk; config.xxhdpi=config.xxhdpi.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.ja=config.ja.apk; config.it=config.it.apk; config.ru=config.ru.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.minamotobed.release.xapk,xapk,15038672,d1fca424c189f8c981b2fbfd828052f205457a87226609b0efa35df21435fa8d,ok,,,minamotobed,com.okin.minamotobed.release,1.1.3,39,21,34,5,base=com.okin.minamotobed.release.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.minghua.R.apk,apk,6624646,a64135326a173ac1f60afc23358944e31afbbb1953bd1481e510845eb11fb19f,ok,,,OKIN-Seating,com.okin.minghua.R,1.0.1,2,18,22,0,,armeabi; armeabi-v7a; mips; x86,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.mline.xapk,xapk,193740664,2d2de719cc6f7d2016cbd4808adec3e76d51a872441bdded04d49b6042a25e44,ok,,,M line,com.okin.mline,1.2.2,38,21,34,20,base=com.okin.mline.apk; config.xxhdpi=config.xxhdpi.apk; config.de=config.de.apk; config.it=config.it.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk; config.th=config.th.apk; config.in=config.in.apk; config.pt=config.pt.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.motionbed.apk,apk,740529,37fded7cbaa014ccfb62851ae2f762428500fbd2657b6958dbbd1d06bce829c6,ok,,,OKIN Motion Bed,com.okin.motionbed,1.0,2,18,22,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.office.smartoffice_ble.xapk,xapk,20254314,949430e7a3fb4e540ad66f406eb5e72f01c9dbc9183a6a005aaab6cbb9f7c8f2,ok,,,SmartOffice-Bluetooth,com.okin.office.smartoffice_ble,1.0.4,6,19,33,20,base=com.okin.office.smartoffice_ble.apk; config.es=config.es.apk; config.it=config.it.apk; config.my=config.my.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.ko=config.ko.apk; config.de=config.de.apk; config.pt=config.pt.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxxhdpi=config.xxxhdpi.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.ja=config.ja.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.okinsmartcomfort.xapk,xapk,12434215,92343ef8e0b11fa2deb634bf61fa7aeb4e8f1aa48de3e7c1e2c212ee63e5c5cc,ok,,,FurniMove,com.okin.okinsmartcomfort,2.1.0,18,21,34,3,base=com.okin.okinsmartcomfort.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.ore.cherish.apk,apk,61768239,2f32624027a0f3a950f796f87c18feda2eafad1fa253927751a02426824b8520,ok,,,Cherish,com.okin.ore.cherish,1.0.4,5,18,28,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.resident.release.apk,apk,11322259,583dd003df0478419935bb1c6649a8e8b0228988e0b38b12c6919efa275e85f7,ok,,,resident,com.okin.resident.release,1.0.0,1,19,33,0,,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/dewertokin/com.okin.rize.xapk,xapk,42977615,381a6e20de5e4b935ffe17ebd9e81dd7f6bb6d40f38dad5983dbfb0538a8c371,ok,,,Rize Home,com.okin.rize,1.1.1,11,21,35,5,base=com.okin.rize.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.seating.smartcomfort.apk,apk,4274367,a9790f79d34d9c984c7075e863ec0c2a01401a0d906eb1545a3d94dc3c636b33,ok,,,Smart Comfort Pro,com.okin.seating.smartcomfort,1.0.5,7,21,33,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.seating.ss.xapk,xapk,10304113,5dbfdf5b689bcf228b787ef675660706d4e2920fdc858fc39192b4a60417d0d6,ok,,,SmartSofa,com.okin.seating.ss,1.1.3,5,21,33,20,base=com.okin.seating.ss.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.en=config.en.apk; config.xxxhdpi=config.xxxhdpi.apk; config.zh=config.zh.apk; config.tr=config.tr.apk; config.fr=config.fr.apk; config.it=config.it.apk; config.arm64_v8a=config.arm64_v8a.apk; config.th=config.th.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.pt=config.pt.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.ko=config.ko.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.simmons.xapk,xapk,21207491,b5ef1222e24ad9bdf5b2d513fbc7a9aece2b63269c0e8d9632e2596837ffc70f,ok,,,SIMMONS,com.okin.simmons,1.12.9,99,21,35,20,base=com.okin.simmons.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.th=config.th.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.pt=config.pt.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxxhdpi=config.xxxhdpi.apk; config.ko=config.ko.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.simmonskorea.xapk,xapk,77427272,930abd7166ee07ceab0c3277445aab548870843d146b18541ddc4635dd86e10a,ok,,,N32 Motion Bed,com.okin.simmonskorea,1.1.12,35,24,36,5,base=com.okin.simmonskorea.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.simon.apk,apk,3880080,fbbb1f44fb90b4296f8bd8c978e7535f95a08f2e34a008c660f58cc5841de93f,ok,,,Simon,com.okin.simon,1.0.1,2,18,22,0,,armeabi; armeabi-v7a; mips; x86,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.sleepMonitor.onlySnore.xapk,xapk,73669695,026cd80481a0d3274b56b661ef3fcea0e6ea03eea01c17a0f767c35f4c7990db,ok,,,OKIN Snore Monitor,com.okin.sleepMonitor.onlySnore,2.3.8,202,21,34,20,base=com.okin.sleepMonitor.onlySnore.apk; config.xxhdpi=config.xxhdpi.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.arm64_v8a=config.arm64_v8a.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.my=config.my.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.de=config.de.apk; config.th=config.th.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.sleeptime.apk,apk,9736232,847080eaa16acab0d797957c9e686b00e3eeb2e278738edad350babcb6721dc9,ok,,,Sleeptime,com.okin.sleeptime,1.0.0,1,19,33,0,,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.topsky.xapk,xapk,16078207,400987965c47cd63811bc1ffa5528bcf438f360ba647a5d22db8c772a6cf7480,ok,,,TOPSKY TV MOUNT,com.okin.topsky,1.1.5,32,21,34,5,base=com.okin.topsky.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.okin.ultramaticSmartBed.xapk,xapk,26308554,47e7f5adb37ee1eaf4e3614a601d4e94f518ad1b0be992273f98b5dc4eded952,ok,,,Ultramatic Smart Bed,com.okin.ultramaticSmartBed,1.1.1,4,21,35,5,base=com.okin.ultramaticSmartBed.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.americanstar.apk,apk,19929298,1f9c2d6e2974bb9dffd0bfa7a8a17e40c7e36eb7648ddfaff842ccac4e3ff698,ok,,,AMERICANSTAR,com.ore.americanstar,1.0,1,18,21,0,,armeabi; armeabi-v7a; mips; x86,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.AvantiBases.apk,apk,15107747,9a97eb40f71c51eab1b8750fa45692538be758e400360fdae21563d32e084bd0,ok,,,AvantiBases,com.ore.AvantiBases,1.0.5,7,18,34,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.bedding.glideawaymontion.xapk,xapk,26298049,7eb30a03349b9d9b9bffc43e2dafdb672c422fdd70e16b3e2c9ec2a55730c315,ok,,,Glideaway Montion For Bluetooth,com.ore.bedding.glideawaymontion,1.0.3,11,21,34,19,base=com.ore.bedding.glideawaymontion.apk; config.fr=config.fr.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.en=config.en.apk; config.es=config.es.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.zh=config.zh.apk; config.ar=config.ar.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.pt=config.pt.apk; config.tr=config.tr.apk; config.vi=config.vi.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.my=config.my.apk; config.th=config.th.apk,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.bedding.movita2.xapk,xapk,24368484,9c7cf69b40b423e716157d56f750893697036d8f4ea1d40effac270c71ed38bc,ok,,,모비타 AI-1000,com.ore.bedding.movita2,1.0.6,6,21,33,20,base=com.ore.bedding.movita2.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.xxhdpi=config.xxhdpi.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.pt=config.pt.apk; config.my=config.my.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.in=config.in.apk; config.it=config.it.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.bedding.symphony.xapk,xapk,32674216,76c31a3408f2113f896306ba9ce529a87c0d98a51c2f3db242c69a94aa80fed1,ok,,,Symphony Sleep,com.ore.bedding.symphony,1.1.0,14,23,33,19,base=com.ore.bedding.symphony.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.es=config.es.apk; config.my=config.my.apk; config.xxhdpi=config.xxhdpi.apk; config.fr=config.fr.apk; config.de=config.de.apk; config.pt=config.pt.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.in=config.in.apk; config.ko=config.ko.apk,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.betterliving2.xapk,xapk,2374176,a04d3f972fcc031b607143f4a2034e54955ca4a4c4e806b003c27fbcbd5e30b7,ok,,,BetterLiving,com.ore.betterliving2,1.2.5,12,19,33,19,base=com.ore.betterliving2.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.ru=config.ru.apk; config.my=config.my.apk,,2,2,1,False
disassembly/apk/analyzed/dewertokin/com.ore.comfortfurniture.apk,apk,14476457,7c8d3f5636de6936242bae4e2d97366889be9f021dd73a2c7fa4e30eac096f46,ok,,,ComfortFurniture,com.ore.comfortfurniture,2.3,10,18,29,0,,arm64-v8a; armeabi; armeabi-v7a; mips; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.Dynasty.xapk,xapk,16073474,ee586a205afddf9c6c13a177cbdd4c53dc48f8712daee6bd668ba7b2598c0326,ok,,,Dynasty Bases,com.ore.Dynasty,1.0.2,3,18,33,20,base=com.ore.Dynasty.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.it=config.it.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.xxhdpi=config.xxhdpi.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.my=config.my.apk; config.ru=config.ru.apk; config.arm64_v8a=config.arm64_v8a.apk; config.ja=config.ja.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.pt=config.pt.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.jalon.comfortwifiandroid.apk,apk,5689403,f939b9c9a93bfd9b9d4ae3575a057c51c40c0fef26e15e56ed8b65520758615c,ok,,,ComfortBaseForWifi,com.ore.jalon.comfortwifiandroid,3.7,10,19,26,0,,arm64-v8a; armeabi; armeabi-v7a; mips; mips64; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.jalon.neworebeding.xapk,xapk,29666236,95964d51b74d4431344cca94054f024a807be10d78b2fad3eeec48c797122c8b,ok,,,OkinComfortBed Ⅱ,com.ore.jalon.neworebeding,2.0.2,9,21,35,20,base=com.ore.jalon.neworebeding.apk; config.ru=config.ru.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.in=config.in.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.th=config.th.apk; config.tr=config.tr.apk; config.fr=config.fr.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.xxhdpi=config.xxhdpi.apk; config.es=config.es.apk; config.hi=config.hi.apk; config.ja=config.ja.apk; config.zh=config.zh.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/dewertokin/com.ore.jalon.neworebeding_android.apk,apk,5712586,63492b9a7967c864c7f063722c6f3dbf3945a1b8a6876c13f4a99c4ce74b509b,ok,,,OkinComfortBed Ⅱ,com.ore.jalon.neworebeding_android,1.4,4,19,26,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.jalon.officeandr.xapk,xapk,6252145,fef788bf4ee706dc68042238d3653a4969f959d1e7d9639777a8469c6f665249,ok,,,SmartOffice,com.ore.jalon.officeandr,1.0.2,4,21,30,19,base=com.ore.jalon.officeandr.apk; config.de=config.de.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.xxhdpi=config.xxhdpi.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.ru=config.ru.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.my=config.my.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.es=config.es.apk; config.it=config.it.apk,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.koizumi2.apk,apk,355723,02a07a44ddb2f5d3321794f47f169ef2579d972772f858ea50861274d4b708cf,ok,,,B-remote 1M,com.ore.koizumi2,1.1,3,7,16,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.LevaSleep.xapk,xapk,18546585,b04697e753257771847859c586425b58e16a3b59055d50ee0d670d808c3b6695,ok,,,LEVA,com.ore.LevaSleep,1.0.2,3,18,33,20,base=com.ore.LevaSleep.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.xxxhdpi=config.xxxhdpi.apk; config.zh=config.zh.apk; config.ja=config.ja.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk; config.es=config.es.apk; config.en=config.en.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.it=config.it.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.maxcoil.xapk,xapk,16390000,70ff8f6b31d6c538aaf31294a5aea991d1fb27826691d5abbca0e33125b2d637,ok,,,MaxCoil Una,com.ore.maxcoil,1.1.0,5,18,33,20,base=com.ore.maxcoil.apk; config.de=config.de.apk; config.th=config.th.apk; config.in=config.in.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxhdpi=config.xxhdpi.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.es=config.es.apk; config.my=config.my.apk; config.zh=config.zh.apk; config.vi=config.vi.apk; config.hi=config.hi.apk; config.ja=config.ja.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.okincomfortbed.xapk,xapk,16318522,57993119d540fbf7361a67eaa60e01337c7d98a92f6666b2620ae393b179354e,ok,,,OKIN Comfort Bed,com.ore.okincomfortbed,1.1.4,6,18,31,20,base=com.ore.okincomfortbed.apk; config.fr=config.fr.apk; config.arm64_v8a=config.arm64_v8a.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.it=config.it.apk; config.my=config.my.apk; config.en=config.en.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.de=config.de.apk; config.th=config.th.apk; config.ko=config.ko.apk; config.zh=config.zh.apk; config.xxxhdpi=config.xxxhdpi.apk; config.ja=config.ja.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/dewertokin/com.ore.powersbedding.apk,apk,2005422,f9c43992d57f61399e92a669669eb51baf1a23c2bd9e2a673a0073481dffde03,ok,,,PowersBedding,com.ore.powersbedding,1.1.0,2,19,33,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.sfm.apk,apk,16001210,d46d4bef4be6e62655fc527698e355c938832e72d5a9bfe2ff33904a240ac202,ok,,,INNOVA,com.ore.sfm,2.0,3,18,24,0,,armeabi; armeabi-v7a; mips; x86,2,2,1,False
disassembly/apk/analyzed/dewertokin/com.ore.sfmc2bedsence.apk,apk,16048390,dceea120f8d0e56ecaa6c8e5eaa63c8f43a04b4c0acf91e31ad3cc2546640ea1,ok,,,Bedsense Bases,com.ore.sfmc2bedsence,1.1,3,18,21,0,,armeabi; armeabi-v7a; mips; x86,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.ultramatic.apk,apk,18300721,d0b52c94c0d2716a4a4aee4d141e0756d050497ce6f94124b56872cfa57e2044,ok,,,Ultramatic,com.ore.ultramatic,1.0.2,4,18,33,0,,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.yorkfeng.comfortbaseble2.xapk,xapk,7183568,d6df5addf25e74c1ba7ad32a50e0cdbbf18e1e02a1a0fd511c34eb9546187c8e,ok,,,ComfortBaseForBluetooth,com.ore.yorkfeng.comfortbaseble2,1.1.2,6,19,33,5,base=com.ore.yorkfeng.comfortbaseble2.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.ore.yorkfeng.hestiamotion.apk,apk,5524495,e44d9ea953319d2ce321978884345b98263e24569cc8795f3cf7d7beae41049c,ok,,,HestiaMotion,com.ore.yorkfeng.hestiamotion,1.2,3,19,23,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.synargy.okin.apk,apk,3035308,2f947143cd9031058a1366db02dd452e847bcfc50722164f9b7c1efa3b1adbcd,ok,,,Smart Comfort by SYNARGY,com.synargy.okin,1.0.9,11,19,28,0,,,1,1,1,False
disassembly/apk/analyzed/dewertokin/com.synergy.okin.xapk,xapk,3025154,8ce8d5dc933d5ab2223f66e7dde1199e42f29e544c8a02d9bba54393a3d571a5,ok,,,Smart Comfort by Synergy,com.synergy.okin,2.2.0,16,19,33,19,base=com.synergy.okin.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.my=config.my.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.ru=config.ru.apk; config.zh=config.zh.apk; config.en=config.en.apk; config.xhdpi=config.xhdpi.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.vi=config.vi.apk; config.es=config.es.apk,,2,2,1,False
disassembly/apk/analyzed/Ergo Wellness_1.0.0_APKPure.xapk,xapk,51329206,8e2523f01e5542e67660191b1439dd9663fa410b826cd5d4dcd4fa2d5a965697,ok,,,Ergo Wellness,com.keeson.ergohealth,1.0.0,2,26,36,4,base=com.keeson.ergohealth.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.mdpi=config.mdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/Ergomotion 4.0_3.3_com.sfd.hump.apk,apk,107025047,600a6007088f07f8f50fc7fb3b315cc212ce35e8eb1519afa7e0078dc9b92a8f,ok,,,Ergomotion 4.0,com.sfd.hump,3.3,59,26,35,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Ergomotion Sync_1.0.2_APKPure.xapk,xapk,5417410,2190222c928bee60a2844659c00ae608e91bee50e6b2680f18254533672468fa,ok,,,Ergomotion Sync,cn.com.mancini,1.0.2,4,21,33,19,base=cn.com.mancini.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.xxhdpi=config.xxhdpi.apk; config.de=config.de.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.zh=config.zh.apk; config.pt=config.pt.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.my=config.my.apk,,1,1,1,False
disassembly/apk/analyzed/Ergomotion_1.6.4_com.sfd.ergomotion.apk,apk,19829241,9b0f2fd91e57f64d8cb3da762896adb1c1410cfff82615e4c8051ac367c72dc6,ok,,,Ergomotion,com.sfd.ergomotion,1.6.4,29,21,35,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Floyd_1.0.7_com.kaidi_test4.floyd.xapk,xapk,47638492,24f532b8f0caac12977c29995b5fb7fef21b1c542cf1b79d6e8045b008095a42,ok,,,Floyd Home,com.kaidi_test4.floyd,1.0.7,7,21,35,5,base=com.kaidi_test4.floyd.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/FurniMove_2.0.1_com.dewertokin.okinsmartcomfort.xapk,xapk,14267280,8e6e8f9cc7a397795d26b8dcf5489f16d0890318a72f267d5fb133bd7a6c24e1,ok,,,FurniMove,com.dewertokin.okinsmartcomfort,2.0.1,18,21,32,19,base=com.dewertokin.okinsmartcomfort.apk; config.xhdpi=config.xhdpi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.th=config.th.apk; config.ko=config.ko.apk; config.tr=config.tr.apk; config.zh=config.zh.apk; config.pt=config.pt.apk,,1,1,1,False
disassembly/apk/analyzed/Germany Motions GM Bed Control_3.0.33_com.desarketing.gmmotor.xapk,xapk,36910314,25633b23ce30dcd7b77d833a16b97b3ecc66aa0da86ec8471db871946b1308ff,ok,,,GM Bed Control,com.desarketing.gmmotor,3.0.33,36,24,35,4,base=com.desarketing.gmmotor.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.mdpi=config.mdpi.apk,,1,1,1,True
disassembly/apk/analyzed/Germany Motions GM Bed Control_3.0.5_com.desarketing.gmmotor.apk,apk,37630336,4461af59adfac4aacb95cbf39eba2b6022a24b10621c6281dd70e9374fc9e133,ok,,,GM Bed Control,com.desarketing.gmmotor,3.0.5,8,24,31,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,True
disassembly/apk/analyzed/Germany Motions GM Bed Control_4.6.0_com.desarketing.gmmotor.xapk,xapk,40536699,4560626dc2b25ad2666bb79b27c8da850628e26311d8e0d081a751bf82992577,ok,,,GM Control,com.desarketing.gmmotor,4.6.0,46001,26,36,20,base=com.desarketing.gmmotor.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.es=config.es.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.xxxhdpi=config.xxxhdpi.apk; config.vi=config.vi.apk; config.my=config.my.apk,arm64-v8a,1,1,1,True
disassembly/apk/analyzed/INNOVA_2.0_com.ore.sfm.apk,apk,16001210,d46d4bef4be6e62655fc527698e355c938832e72d5a9bfe2ff33904a240ac202,ok,,,INNOVA,com.ore.sfm,2.0,3,18,24,0,,armeabi; armeabi-v7a; mips; x86,2,2,1,False
disassembly/apk/analyzed/ISleep_1.6.3_com.kaidi_test4.xapk,xapk,59667328,6102a03e00d45ac1c12a5c9effb2eb7255128d8dfd5e5c24c5af7f9929e2d897,ok,,,Isleep,com.kaidi_test4,1.6.3,45,21,35,5,base=com.kaidi_test4.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.xhdpi=config.xhdpi.apk,arm64-v8a,1,1,1,False
