source_path,archive_type,file_size_bytes,sha256,status,error,warnings,application_name,package_id,version_name,version_code,min_sdk_version,target_sdk_version,split_count,splits,architectures,identical_file_count,package_version_record_count,package_version_distinct_file_count,package_has_multiple_versions
disassembly/apk/analyzed/Jeromes_1.202112141512_com.cheers.jewmes.xapk,xapk,7503964,6eb3487eca7bc7e792dba20e0efb4a2004707e66f56a9b8bec56e58a1579f8c0,ok,,,Jeromes,com.cheers.jewmes,v1.202112141512,20,23,34,4,base=com.cheers.jewmes.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.fr=config.fr.apk,,1,1,1,False
disassembly/apk/analyzed/Juna Sleep_1.0.1_APKPure.xapk,xapk,30398660,ed1ffdeb6b576148396b3fd8c92d76e5153743bd90af61f345a7e92847364c10,ok,,,Juna Sleep,com.keeson.junasleep,1.0.1,18,21,30,20,base=com.keeson.junasleep.apk; config.hi=config.hi.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.it=config.it.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxxhdpi=config.xxxhdpi.apk; config.de=config.de.apk; config.ko=config.ko.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/King Koil Bed_1.0_APKPure.xapk,xapk,11779501,818d3181ddbc63990be9435effb8d6f62d06d481256f8674cb624ffc2e563099,ok,,,King Koil Bed,com.sfd.kingkoilbed,1.0,1,24,34,5,base=com.sfd.kingkoilbed.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/L&P Adjustable Base_2.2.1_com.richmat.lp2.apk,apk,18254559,7a8016ce13fc2bd0c3e227db98ee7455861fa529c8e9c7d924858edeaa2f5ea3,ok,,,LP Adjustable Base ,com.richmat.lp,2.2.1,13,19,26,0,,armeabi; armeabi-v7a; mips,1,1,1,False
disassembly/apk/analyzed/Layla Adjustable Base Remote_1.1.2_com.sbi.laylawf.apk,apk,12762234,1c7775a726c4dd9dc20eb9938d39e9c613a1724a94fd57d511a757689415ebbf,ok,,,Layla Adjustable Base Remote,com.sbi.laylawf,1.1.2,13,21,34,0,,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggett.android.universal.xapk,xapk,55153242,b8afa0cb7f4f5f59215c438f7473aa1742c3269b1eb2133ca7278b19d2d52abc,ok,,,LP Control,com.leggett.android.universal,2.6.0,39218,26,35,4,base=com.leggett.android.universal.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xxhdpi=config.xxhdpi.apk; config.en=config.en.apk,arm64-v8a,1,1,1,True
disassembly/apk/analyzed/leggett/com.leggett.patterns.xapk,xapk,24459832,a6d46f5780446215ab99d24fb576ec39ca1913d753dcb8a2c521bd12bdde5529,ok,,,LP Comfort,com.leggett.patterns,1.16.0,2906,23,30,20,base=com.leggett.patterns.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.th=config.th.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.it=config.it.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.my=config.my.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggett.prodigy2.apk,apk,7668070,060fe2e64e21b55543ab3101c8eb8cab460d44820c5318868215c86c3cc151bb,ok,,,Prodigy 2,com.leggett.prodigy2,2.2.0,44,21,29,0,,,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggett.prodigy2L.apk,apk,11781209,5b903311019805f4ea45414a8b96df2a225d0459a0bcea37c9621af133d3532c,ok,,,Prodigy 2L,com.leggett.prodigy2L,1.2,15,21,29,0,,,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggett.prodigy4.apk,apk,6443798,45922c518c9e8070d8a65f65762bf00f22702ac8493b36c0a3ac9f9607c571b8,ok,,,Prodigy CE,com.leggett.prodigy4,1.2.0,18,22,29,0,,,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggett.useries.apk,apk,13136865,e942a6314103f34cc16306d643c0b8e1b0dd4fd4694c7b9f6bb5d18038afbd0a,ok,,,Ultra Series,com.leggett.useries,2.1,16,22,26,0,,arm64-v8a; armeabi; armeabi-v7a; mips; x86,1,1,1,False
disassembly/apk/analyzed/leggett/com.leggettplatt.lp_pseries.apk,apk,21506310,f674090757de3cf03b6b95c624df95f98255028b4987338adc585540faa0ddb7,ok,,,Premier Series,com.leggettplatt.lp_pseries,1.30,30,16,24,0,,arm64-v8a; armeabi; armeabi-v7a; mips; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/leggett/com.linak.leggettandplatt.apk,apk,26808324,0693675a0182fc5a7a9e430d8ead9e75fefc0e2538692712172842f12095bcfe,ok,,,Performance Series,com.linak.leggettandplatt,1.0,124,21,not declared,0,,armeabi; armeabi-v7a; x86,1,1,1,False
disassembly/apk/analyzed/limossRemote_7.1.8_com.limoss.limossremote.xapk,xapk,24250814,5914bd873c4a5911575f85623125ab67c4fc6e34577e0be4359041d26bf88d06,partial,,aapt failed: AndroidManifest.xml:51: error: ERROR getting 'android:icon' attribute: attribute value reference does not exist,limoss Remote,com.limoss.limossremote,7.1.8,44,21,35,20,base=com.limoss.limossremote.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.my=config.my.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.pt=config.pt.apk; config.th=config.th.apk; config.arm64_v8a=config.arm64_v8a.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.xxhdpi=config.xxhdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/Linak Bed Control_6.0.5_com.linak.linakbed.ble.memory.xapk,xapk,6845478,54fc8ae48891c0d4616b6b4294033be857c52d55bf189cc7d0daffadef787917,ok,,,Bed Control,com.linak.linakbed.ble.memory,6.0.5,259,32,36,5,base=com.linak.linakbed.ble.memory.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.armeabi_v7a=config.armeabi_v7a.apk,armeabi-v7a,1,1,1,False
disassembly/apk/analyzed/Linx_1.0.7_APKPure.apk,apk,104498210,379c74ac3229e9641c163972985526ca66ada7768f77fe0d704e4db1312e9511,ok,,,Linx,com.keeson.connectedbed,1.0.7,27,21,31,0,,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/LOGICDATA MOTIONrelax_1.0.3_com.logicdata.motionrelax.apk,apk,14014330,187a0df742b8bd8302458dedcff27961263af0154734bc0407b13abd9f626325,ok,,,LOGICDATA MOTIONrelax,com.logicdata.app.android.bed,1.0.3,4,18,34,0,,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/LP+Adjustable+Bed+Control_2.9.0_APKPure.xapk,xapk,55280862,7099c67982f94ca0c38999c86d9ba9a09357469707e937dcff8ee9c4c8222eb6,ok,,,LP Control,com.leggett.android.universal,2.9.0,46164,26,35,4,base=com.leggett.android.universal.apk; config.arm64_v8a=config.arm64_v8a.apk; config.en=config.en.apk; config.hdpi=config.hdpi.apk,arm64-v8a,1,1,1,True
disassembly/apk/analyzed/Lucid Base_1.3.3_com.lucid.bedbase.xapk,xapk,22249270,88162f4b6adc2cf0d0d5ee4252fe4de3e6564db1881e42ed0a34db3ba58ad148,ok,,,Lucid Base,com.lucid.bedbase,1.3.3,16,29,36,5,base=com.lucid.bedbase.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/Malouf Base_2.4.3_com.malouf.bedbase.xapk,xapk,22566852,d9b242a8dda6772f62c5b8f21fe13b462af2533b82a16d67ee7a4a841e6ff894,ok,,,Malouf Base,com.malouf.bedbase,2.4.3,54,29,36,4,base=com.malouf.bedbase.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk; config.mdpi=config.mdpi.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/Mattress Firm 900 - O_1.1.2_com.okin.bedding.rizemf900.xapk,xapk,2029042,a4f5ae67b2b9b870e6413d08597364041ac6947c7ba5445eb1979498895ff46f,ok,,,MFirm 900 - O,com.okin.bedding.rizemf900,1.1.2,4,21,33,19,base=com.okin.bedding.rizemf900.apk; config.ar=config.ar.apk; config.it=config.it.apk; config.my=config.my.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.zh=config.zh.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.xxhdpi=config.xxhdpi.apk; config.ja=config.ja.apk; config.fr=config.fr.apk; config.ru=config.ru.apk,,2,2,1,False
disassembly/apk/analyzed/Member's Mark Base Remote_1.0.9_com.sfd.mm.apk,apk,29631648,1e91afc2130c16670359fcb7e7c6edf0169c404d1af35d8fd0bdc3b9a9ee49a2,ok,,,Member's Mark Base Remote,com.sfd.mm,1.0.9,21,23,33,0,,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/MFRM Sleepy's Elite_1.1.4_com.okin.bedding.sleepy.xapk,xapk,55778179,3f0c9d6bccbde12dd86293c8834e8925cfae6b8360b0e3bc8671577527baea53,ok,,,Sleepy's Elite,com.okin.bedding.sleepy,1.1.4,13,23,34,5,base=com.okin.bedding.sleepy.apk; config.mdpi=config.mdpi.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/Motion Bed_1.24_com.sn.blackdianqi.xapk,xapk,10177277,76449cb37440907b6933c5dfb36a1a5ec5b737756f44db5a9629a654f9f3e6a3,ok,,,Motion Bed,com.sn.blackdianqi,1.24,34,26,34,3,base=com.sn.blackdianqi.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk,,1,1,1,False
disassembly/apk/analyzed/MotoSleep_5.0.6_com.HHC.MotoSleep.xapk,xapk,79938477,b16a8ac2c860ce65260f5e89be171249fb61273fe1c9b367710e9a405a8e627d,ok,,,MotoSleep,com.HHC.MotoSleep,5.0.6,2026010401,21,35,20,base=com.HHC.MotoSleep.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.xhdpi=config.xhdpi.apk; config.fr=config.fr.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.en=config.en.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.tr=config.tr.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/OCTO Smart Control_1.03.00_de.octoactuators.octosmartcontrolapp.apk,apk,6058922,ce9148365fa3c57a0ce5574c33e70d7c605c4fafc63905cdfe25df421cf4d6aa,ok,,,OCTO Smart Control,de.octoactuators.octosmartcontrolapp,1.03.00,10300,28,35,0,,,1,2,2,True
disassembly/apk/analyzed/OCTO Smart Control_1.03.00_de.octoactuators.octosmartcontrolapp.xapk,xapk,6518650,d3997602978e1243d6fcb35503fafd7dd875cddfe213253a05b05cda2d6944f0,ok,,,OCTO Smart Control,de.octoactuators.octosmartcontrolapp,1.03.00,10300,28,35,19,base=de.octoactuators.octosmartcontrolapp.apk; config.hi=config.hi.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.ja=config.ja.apk; config.in=config.in.apk; config.fr=config.fr.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.xhdpi=config.xhdpi.apk; config.de=config.de.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.it=config.it.apk,,1,2,2,True
disassembly/apk/analyzed/OCTO Smart Control_1.03.01_de.octoactuators.octosmartcontrolapp.xapk,xapk,6211596,b5ec4699fee54f9733542d8337648ee81f620856099b461831c499ba1f6a51bc,ok,,,OCTO Smart Control,de.octoactuators.octosmartcontrolapp,1.03.01,10301,28,35,19,base=de.octoactuators.octosmartcontrolapp.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.vi=config.vi.apk; config.zh=config.zh.apk; config.de=config.de.apk; config.hi=config.hi.apk; config.pt=config.pt.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.xhdpi=config.xhdpi.apk; config.in=config.in.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.my=config.my.apk; config.th=config.th.apk; config.ar=config.ar.apk,,1,1,1,True
disassembly/apk/analyzed/OCTO Smart Control_1.1.57_de.octoactuators.octosmartcontrolapp.apk,apk,3532519,7e5ea83422b4f8dea045a0c90c149e3f014acb8929657f4676a203d3c1972ab6,ok,,,OCTO Smart Control,de.octoactuators.octosmartcontrolapp,1.1.57,10157,28,29,0,,,1,1,1,True
disassembly/apk/analyzed/OKIN Comfort Bed_1.1.4_com.ore.okincomfortbed.xapk,xapk,16318522,57993119d540fbf7361a67eaa60e01337c7d98a92f6666b2620ae393b179354e,ok,,,OKIN Comfort Bed,com.ore.okincomfortbed,1.1.4,6,18,31,20,base=com.ore.okincomfortbed.apk; config.fr=config.fr.apk; config.arm64_v8a=config.arm64_v8a.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.pt=config.pt.apk; config.ru=config.ru.apk; config.hi=config.hi.apk; config.es=config.es.apk; config.it=config.it.apk; config.my=config.my.apk; config.en=config.en.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.de=config.de.apk; config.th=config.th.apk; config.ko=config.ko.apk; config.zh=config.zh.apk; config.xxxhdpi=config.xxxhdpi.apk; config.ja=config.ja.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/OKIN ComfortBed II-N_2.0.2_com.ore.jalon.neworebeding.xapk,xapk,29666236,95964d51b74d4431344cca94054f024a807be10d78b2fad3eeec48c797122c8b,ok,,,OkinComfortBed Ⅱ,com.ore.jalon.neworebeding,2.0.2,9,21,35,20,base=com.ore.jalon.neworebeding.apk; config.ru=config.ru.apk; config.ar=config.ar.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.in=config.in.apk; config.it=config.it.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.th=config.th.apk; config.tr=config.tr.apk; config.fr=config.fr.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.vi=config.vi.apk; config.xxhdpi=config.xxhdpi.apk; config.es=config.es.apk; config.hi=config.hi.apk; config.ja=config.ja.apk; config.zh=config.zh.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/OKIN Smart Bed_2.2.0_com.okin.bedding.smartbedwifi.xapk,xapk,14132713,9258b9011be191008d0fd4c5d667e82bf214db4d118918dbbb0c51f185f7ff07,ok,,,SmartBed,com.okin.bedding.smartbedwifi,2.2.0,22,21,35,4,base=com.okin.bedding.smartbedwifi.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk,,2,2,1,False
disassembly/apk/analyzed/Omazz Adjusto III_1.0.3_APKPure.apk,apk,20194951,782f5e11ae6b6cb967244972f5e8e5566d29da8d4658c58b46b9cf6ed7c3e310,ok,,,Omazz Adjusto III,com.sfd.Omazz,1.0.3,11,21,29,0,,arm64-v8a; armeabi; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Power Bob for Adjustable Bed_2.0.3_com.HHC.PowerBob.apk,apk,42599148,134568e8bbdc3a6794eb12e3452abec74957924824d8c24c0b1479af4f90ab31,ok,,,Power Bob,com.HHC.PowerBob,2.0.3,2025061101,21,35,0,,arm64-v8a; armeabi-v7a; x86_64,1,1,1,False
disassembly/apk/analyzed/Purple Smart Base_1.0.7_com.keeson.purpleBase.xapk,xapk,66704793,4bf26aab80b2259961a8f55aa49941dd43257a270e8c732fe453d698d38363c7,ok,,,Smart Base,com.keeson.purpleBase,1.0.7,20,21,35,20,base=com.keeson.purpleBase.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.es=config.es.apk; config.ja=config.ja.apk; config.hi=config.hi.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.de=config.de.apk; config.vi=config.vi.apk; config.it=config.it.apk; config.my=config.my.apk; config.xhdpi=config.xhdpi.apk; config.th=config.th.apk; config.in=config.in.apk; config.ru=config.ru.apk,arm64-v8a,1,1,1,True
disassembly/apk/analyzed/Purple Smart Base_1.0.8_APKPure.xapk,xapk,65801541,8a03989d08dbba413db89381395914bda332c8294253c7de0429765d073d08ea,ok,,,Smart Base,com.keeson.purpleBase,1.0.8,23,23,35,5,base=com.keeson.purpleBase.apk; config.en=config.en.apk; config.fr=config.fr.apk; config.xxhdpi=config.xxhdpi.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,True
disassembly/apk/analyzed/Q-Plus Adjustable Remote_1.8_com.sbi.costco.apk,apk,22137960,0b1be16e910c944624a6a2991a23840e23dae88a8eba750a12f3c773ffd63803,ok,,,Q-Plus Adjustable Remote,com.sbi.costco,1.8,13,21,34,0,,,1,1,1,False
disassembly/apk/analyzed/Relax Motion_1.5.0_com.motion.rmtrelax.xapk,xapk,32298975,d9dfc31ef06b9d796219358c4bff8a2ccad549a6e7fe7b4ca2238a11ececa8ac,partial,,aapt failed: AndroidManifest.xml:123: error: ERROR getting 'android:icon' attribute: attribute value reference does not exist,Relax Motion,com.motion.rmtrelax,1.5.0,521,29,34,4,base=com.motion.rmtrelax.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/Resident Adjustable Base_1.0.0_com.okin.resident.release.apk,apk,11322259,583dd003df0478419935bb1c6649a8e8b0228988e0b38b12c6919efa275e85f7,ok,,,resident,com.okin.resident.release,1.0.0,1,19,33,0,,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/Resident Adjustable Bed_1.0.1_com.okin.bedding.rizeResident.apk,apk,2098503,26a33ef79aa50f0b899d934c01aad8641b97da58bd9b78134122ac56d33eeaa9,ok,,,Resident Adjustable Bed,com.okin.bedding.rizeResident,1.0.1,2,21,33,0,,,2,2,1,False
disassembly/apk/analyzed/Restonic BT Remote_1.2.0_APKPure.apk,apk,10983629,4251c6d496a555eebe1300cc3a44cdef729cb3dc402edf0756ef8b5fe7bcecc1,ok,,,RestonicBT,com.keeson.restonicBT,1.2.0,3,23,31,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/Reverie Nightstand_3.3.3_com.reverie.reverie.xapk,xapk,67298242,e73651f92615d53c5171551e665c12a8f153101498d5ce148d687967e7a7e44c,ok,,,Reverie Nightstand,com.reverie.reverie,3.3.3,113,24,35,20,base=com.reverie.reverie.apk; config.de=config.de.apk; config.zh=config.zh.apk; config.it=config.it.apk; config.pt=config.pt.apk; config.xxhdpi=config.xxhdpi.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.ru=config.ru.apk; config.en=config.en.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.ja=config.ja.apk; config.ko=config.ko.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.acaa.apk,apk,23525687,3d2760f83ea1f97d4552641b2a3ff2ee4051888888250d01c306be2827af04fe,ok,,,ACAA bed control,com.richmat.acaa,1.0.4,5,21,28,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.americanstar.xapk,xapk,114990243,998d8c568339b504ffec7f7b062ef6f3f487db3fcd54ad8c7adf08152a8547c4,ok,,,AMERICANSTAR,com.richmat.americanstar,1.0.0,1,24,35,20,base=com.richmat.americanstar.apk; config.xxhdpi=config.xxhdpi.apk; config.zh=config.zh.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.apk,apk,8243898,9e7a2d569d00d4f5bf6c1e40af436620b74a41b02a41e6fcb391a46f9fe239f6,ok,,,梦百合0压智能床,com.richmat.mlily0,3.1.1,31100,26,35,0,,,1,2,2,False
disassembly/apk/analyzed/richmat/com.richmat.avocadoecobase.apk,apk,29939333,cb33726cfc83743aec06e74949576c811c8aaa0f442ffa1f79fdc9ed258a9a7a,ok,,,Avocado Eco Base,com.richmat.avocadoecobase,1.0.4,5,24,35,0,,,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.awmotion.xapk,xapk,43840811,e85aa7df4be678c0cff3c5e9552778bc749587546589e9ef68bf98aa957bad00,ok,,,AW MOTION,com.richmat.awmotion,1.0.1,10102,26,35,20,base=com.richmat.awmotion.apk; config.es=config.es.apk; config.my=config.my.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.vi=config.vi.apk; config.ar=config.ar.apk; config.tr=config.tr.apk; config.it=config.it.apk; config.ja=config.ja.apk; config.de=config.de.apk; config.th=config.th.apk; config.hi=config.hi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.ru=config.ru.apk; config.xxhdpi=config.xxhdpi.apk; config.fr=config.fr.apk; config.pt=config.pt.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.bailey2.apk,apk,136419899,9f414e55cb7723fe1f56683306fde1fe7900dedbbe3d7a0458b7bf98e391f7bb,ok,,,Bailey's Bed Control,com.richmat.bailey2,2.1.18,21,24,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.baseremote.xapk,xapk,28241314,9155acb0de280d0b3b17a3b51806b541bc7403d5f0e19c376161cf72e1e86e8a,ok,,,BaseRemote,com.richmat.baseremote,1.0.1,2,24,33,20,base=com.richmat.baseremote.apk; config.ja=config.ja.apk; config.zh=config.zh.apk; config.hi=config.hi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.it=config.it.apk; config.xxhdpi=config.xxhdpi.apk; config.pt=config.pt.apk; config.ar=config.ar.apk; config.fr=config.fr.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.en=config.en.apk; config.de=config.de.apk; config.ru=config.ru.apk; config.my=config.my.apk; config.arm64_v8a=config.arm64_v8a.apk; config.th=config.th.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.bed_tech.xapk,xapk,114054045,9603b37a87883a85ef9b8db67f6c744d37938864f4d19399acaaf1ae455b2c80,ok,,,Bed Tech,com.richmat.bed_tech,2.8.3,13,24,35,4,base=com.richmat.bed_tech.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.bedsmart.apk,apk,30982813,49cd04c41c4eb1a6204e3dd7953f386aed74056f4429b09ff691de3e2c44349d,ok,,,X-Series,com.richmat.bedsmart,1.0.7,8,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.bedtech3.apk,apk,30343837,744d92ff1fbfb77ca5873ac04d12764190486bcebf46fcec1aa574404d30c255,ok,,,Bedtech Bed Control,com.richmat.bedtech3,2.2.11,24,24,33,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.best_mattress.apk,apk,90948771,122a8616a68f548713ac154e9294821842db2ef78ef037f46c027591b7f510f0,ok,,,Best Mattress,com.richmat.best_mattress,1.1.1,3,24,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.blvd_home.apk,apk,221493252,640cbb0f26509ec5ad67764e380daf00580af993869b2cae70eac6c583cbc4bf,ok,,,Blvd Home,com.richmat.blvd_home,1.0.1,2,24,34,0,,arm64-v8a; armeabi-v7a; x86; x86_64,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.bobpowerbase.xapk,xapk,16297699,b157a1400425c3746afecfd5f61f639adc4b438a8a2cc58a532f8a85f637709a,ok,,,Power Bob Base,com.richmat.bobpowerbase,1.0.1,10100,24,35,5,base=com.richmat.bobpowerbase.apk; config.mdpi=config.mdpi.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk,arm64-v8a,1,1,1,False
disassembly/apk/analyzed/richmat/com.richmat.casperbase.xapk,xapk,25338705,2d21d42c17a7b5ae60c2403ff3654d80993e6d09f879cfe666c6d58270123f8b,ok,,,Casper Base,com.richmat.casperbase,1.0.8,10800,24,35,20,base=com.richmat.casperbase.apk; config.de=config.de.apk; config.tr=config.tr.apk; config.pt=config.pt.apk; config.en=config.en.apk; config.zh=config.zh.apk; config.arm64_v8a=config.arm64_v8a.apk; config.xhdpi=config.xhdpi.apk; config.vi=config.vi.apk; config.in=config.in.apk; config.ko=config.ko.apk; config.fr=config.fr.apk; config.my=config.my.apk; config.hi=config.hi.apk; config.it=config.it.apk; config.ru=config.ru.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.ar=config.ar.apk; config.es=config.es.apk,arm64-v8a,2,2,1,False
disassembly/apk/analyzed/richmat/com.richmat.coastersleep.xapk,xapk,30523639,98cb6f4058c70d3d1c2e2fe357c1b0279f6a414dd41d5492f76ac26cd4ee58d4,ok,,,CoasterSleep,com.richmat.coastersleep,1.0.10,10,24,35,19,base=com.richmat.coastersleep.apk; config.en=config.en.apk; config.ja=config.ja.apk; config.th=config.th.apk; config.vi=config.vi.apk; config.ko=config.ko.apk; config.ar=config.ar.apk; config.my=config.my.apk; config.pt=config.pt.apk; config.de=config.de.apk; config.in=config.in.apk; config.tr=config.tr.apk; config.es=config.es.apk; config.it=config.it.apk; config.hi=config.hi.apk; config.xxxhdpi=config.xxxhdpi.apk; config.zh=config.zh.apk; config.fr=config.fr.apk; config.ru=config.ru.apk,,1,1,1,False
